task_id,baseline_success,verify_success,repair_success,baseline_reward,verify_reward,repair_reward,baseline_steps,verify_steps,repair_steps,baseline_actions,verify_actions,repair_actions,baseline_vs_verify_first_diff_step,baseline_vs_verify_first_diff_prompt_sha_equal,baseline_vs_repair_first_diff_step,result_change_baseline_to_repair,reward_delta_baseline_to_repair,first_rule_risk_step,first_llm_verified_error_step,first_repair_hint_step,pre_repair_attempt_count,post_hint_created_count,repair_hint_applied_count,repair_hint_followed_count,repair_hint_ignored_count,notes
157,True,True,True,0.3,0.3,0.3,13,13,13,search[machine wash men's tuxedo shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color royal blue fit type men size 3x-large price lower than 40.00 dollars] | click[next >] | click[next >] | click[next >] | click[b07f2g93bj] | click[back to search] | click[next >] | search[machine wash men's tuxedo shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color royal blue fit type men size 3x-large price lower than 40.00 dollars] | click[b09qqp3356] | click[3x-large] | click[3x-large] | click[3x-large] | click[buy now],search[machine wash men's tuxedo shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color royal blue fit type men size 3x-large price lower than 40.00 dollars] | click[next >] | click[next >] | click[next >] | click[b07f2g93bj] | click[back to search] | click[next >] | search[machine wash men's tuxedo shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color royal blue fit type men size 3x-large price lower than 40.00 dollars] | click[b09qqp3356] | click[3x-large] | click[3x-large] | click[3x-large] | click[buy now],search[machine wash men's tuxedo shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color royal blue fit type men size 3x-large price lower than 40.00 dollars] | click[next >] | click[next >] | click[next >] | click[b07f2g93bj] | click[back to search] | click[next >] | search[machine wash men's tuxedo shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color royal blue fit type men size 3x-large price lower than 40.00 dollars] | click[b09qqp3356] | click[3x-large] | click[3x-large] | click[3x-large] | click[buy now],,,,success_to_success,0.0,3,3,3,0,2,2,2,0,
158,True,True,True,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,4,4,"search[slim fit women's jumpsuits, rompers & overalls with long sleeve for daily wear color: black size: xx-large price lower than 50.00 dollars] | click[b09pvnlvrw] | click[b09pvnlvrw] | click[buy now]","search[slim fit women's jumpsuits, rompers & overalls with long sleeve for daily wear color: black size: xx-large price lower than 50.00 dollars] | click[b09pvnlvrw] | click[b09pvnlvrw] | click[buy now]","search[slim fit women's jumpsuits, rompers & overalls with long sleeve for daily wear color: black size: xx-large price lower than 50.00 dollars] | click[b09pvnlvrw] | click[b09pvnlvrw] | click[buy now]",,,,success_to_success,0.0,,,,0,0,0,0,0,
159,True,True,True,1.0,1.0,1.0,5,5,5,search[men's fashion sneakers memory foam rubber sole black white size 10.5 price less than 80.00] | click[b01djgwdba] | click[10.5] | click[black | white] | click[buy now],search[men's fashion sneakers memory foam rubber sole black white size 10.5 price less than 80.00] | click[b01djgwdba] | click[10.5] | click[black | white] | click[buy now],search[men's fashion sneakers memory foam rubber sole black white size 10.5 price less than 80.00] | click[b01djgwdba] | click[10.5] | click[black | white] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
160,True,True,True,0.6,0.6,0.6,5,5,5,search[high performance high speed flash color black size 256mb price lower than 120.00 dollars] | click[b09p57zkgp] | click[b09p57zkgp] | click[b09p57zkgp] | click[buy now],search[high performance high speed flash color black size 256mb price lower than 120.00 dollars] | click[b09p57zkgp] | click[b09p57zkgp] | click[b09p57zkgp] | click[buy now],search[high performance high speed flash color black size 256mb price lower than 120.00 dollars] | click[b09p57zkgp] | click[b09p57zkgp] | click[b09p57zkgp] | click[buy now],,,,success_to_success,0.0,3,3,3,0,1,1,1,0,
161,True,True,True,0.7142857142857143,0.7142857142857143,0.7142857142857143,4,4,4,search[men's shorts elastic waist classic fit short sleeve gym workout color: blue size: small price: less than 40.00] | click[next >] | click[b09pyskd7h] | click[buy now],search[men's shorts elastic waist classic fit short sleeve gym workout color: blue size: small price: less than 40.00] | click[next >] | click[b09pyskd7h] | click[buy now],search[men's shorts elastic waist classic fit short sleeve gym workout color: blue size: small price: less than 40.00] | click[next >] | click[b09pyskd7h] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
162,False,False,False,0.0,0.0,0.0,15,15,15,search[machine wash men's tuxedo shirts cotton heather needle sleeve classic fit color navy athletic heather fit type women size small price lower than 60.00 dollars] | click[next >] | click[next >] | click[next >] | click[b09krlgsc5] | click[back to search] | click[value] | search[machine wash men's tuxedo shirts cotton heather needle sleeve classic fit color navy athletic heather fit type women size small price lower than 60.00 dollars] | click[next >] | click[next >] | click[next >] | click[value] | click[value] | click[b09krlgsc5] | click[small],search[machine wash men's tuxedo shirts cotton heather needle sleeve classic fit color navy athletic heather fit type women size small price lower than 60.00 dollars] | click[next >] | click[next >] | click[next >] | click[b09krlgsc5] | click[back to search] | click[value] | search[machine wash men's tuxedo shirts cotton heather needle sleeve classic fit color navy athletic heather fit type women size small price lower than 60.00 dollars] | click[next >] | click[next >] | click[next >] | click[value] | click[value] | click[b09krlgsc5] | click[small],search[machine wash men's tuxedo shirts cotton heather needle sleeve classic fit color navy athletic heather fit type women size small price lower than 60.00 dollars] | click[next >] | click[next >] | click[next >] | click[b09krlgsc5] | click[back to search] | click[value] | search[machine wash men's tuxedo shirts cotton heather needle sleeve classic fit color navy athletic heather fit type women size small price lower than 60.00 dollars] | click[next >] | click[next >] | click[next >] | click[b09krlgsc5] | click[value] | click[back to search] | search[machine wash men's tuxedo shirts cotton heather needle sleeve classic fit color navy athletic heather fit type women size small price lower than 60.00 dollars],,,11,fail_to_fail,0.0,3,3,3,0,2,2,2,0,risk detected but hint ineffective; step budget exhausted
163,False,False,False,0.0,0.0,0.0,15,15,15,search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color purple fit type women size x-large price lower than 50.00 dollars] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >],search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color purple fit type women size x-large price lower than 50.00 dollars] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >],search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color purple fit type women size x-large price lower than 50.00 dollars] | click[next >] | click[next >] | click[next >] | click[b07f2g93bj] | click[back to search] | click[next >] | search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color purple fit type women size x-large price lower than 50.00 dollars] | click[b07hrfsnl4] | click[x-large] | click[description] | click[value] | click[back to search] | search[machine wash men's dress shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color purple fit type women size x-large price lower than 50.00 dollars] | click[next >],,,4,fail_to_fail,0.0,3,3,3,0,1,1,1,0,risk detected but hint ineffective; step budget exhausted
164,True,True,True,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,4,4,search[hand wash women's long sleeve stretch polyester spandex teen girls daily wear xnj-tshirt348-black large under 40.00] | click[next >] | click[b09krlgsc5] | click[buy now],search[hand wash women's long sleeve stretch polyester spandex teen girls daily wear xnj-tshirt348-black large under 40.00] | click[next >] | click[b09krlgsc5] | click[buy now],search[hand wash women's long sleeve stretch polyester spandex teen girls daily wear xnj-tshirt348-black large under 40.00] | click[next >] | click[b09krlgsc5] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
165,True,True,True,0.4166666666666667,0.4166666666666667,0.4166666666666667,9,9,9,search[loose fit women's tops tees blouses short sleeve long sleeve color b1-blue size large price lower than 50.00 dollars] | click[next >] | click[next >] | click[next >] | click[b09m63b87v] | click[value] | click[large] | click[xnj-tshirt330-blue] | click[buy now],search[loose fit women's tops tees blouses short sleeve long sleeve color b1-blue size large price lower than 50.00 dollars] | click[next >] | click[next >] | click[next >] | click[b09m63b87v] | click[value] | click[large] | click[xnj-tshirt330-blue] | click[buy now],search[loose fit women's tops tees blouses short sleeve long sleeve color b1-blue size large price lower than 50.00 dollars] | click[next >] | click[next >] | click[next >] | click[b09m63b87v] | click[value] | click[large] | click[xnj-tshirt330-blue] | click[buy now],,,,success_to_success,0.0,3,3,3,0,1,1,1,0,
166,False,False,False,0.0,0.0,0.0,15,15,15,search[loose fit women's tops tees blouses short sleeve long sleeve color a4-wine size medium price less than 50.00 dollars] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >],search[loose fit women's tops tees blouses short sleeve long sleeve color a4-wine size medium price less than 50.00 dollars] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >],"search[loose fit women's tops tees blouses short sleeve long sleeve color a4-wine size medium price less than 50.00 dollars] | click[next >] | click[next >] | click[next >] | click[b09qcvcyvy] | click[back to search] | click[value] | search[loose fit women's tops, tees & blouses short sleeve long sleeve color a4-wine size medium price less than 50.00 dollars] | click[b09npml43m] | click[value] | click[medium] | click[a3-wine\xa0red] | click[value] | click[b17-wine\xa0red] | click[b17-wine\\xa0red]",,,4,fail_to_fail,0.0,3,3,3,0,1,1,1,0,risk detected but hint ineffective; step budget exhausted
167,False,False,False,0.0,0.0,0.0,15,15,15,search[slim fit loose fit men's tuxedo shirts long sleeve short sleeve contrast color classic fit for teen girls color: a-bk4 size: 4x-large price lower than 40.00 dollars] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >],search[slim fit loose fit men's tuxedo shirts long sleeve short sleeve contrast color classic fit for teen girls color: a-bk4 size: 4x-large price lower than 40.00 dollars] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >],"search[slim fit loose fit men's tuxedo shirts long sleeve short sleeve contrast color classic fit for teen girls color: a-bk4 size: 4x-large price lower than 40.00 dollars] | click[next >] | click[next >] | click[next >] | click[b07jvvdj6l] | click[description] | click[back to search] | search[slim fit, loose fit men's tuxedo shirts with long sleeve, short sleeve, contrast color, classic fit for teen girls color: a-bk4, size: 4x-large, price lower than 40.00 dollars] | click[b07f2g93bj] | click[back to search] | search[slim fit, loose fit men's tuxedo shirts with long sleeve, short sleeve, contrast color, classic fit for teen girls color: a-bk4, size: 4x-large, price lower than 40.00 dollars] | click[next >] | click[next >] | click[b07n7tdkxq] | click[4x-large]",,,4,fail_to_fail,0.0,3,3,3,0,1,1,1,0,risk detected but hint ineffective; step budget exhausted
168,False,False,True,0.0,0.0,0.5714285714285714,15,15,15,search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color e-blue size large price less than 40.00] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >],search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color e-blue size large price less than 40.00] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >],search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color e-blue size large price less than 40.00] | click[next >] | click[next >] | click[next >] | click[b07jvvdj6l] | click[back to search] | search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color e-blue size large price less than 40.00] | click[b09qgk5xhz] | click[back to search] | search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color e-blue size large price less than 40.00] | click[next >] | click[next >] | click[b09t756kq5] | click[large] | click[buy now],,,4,fail_to_success,0.571429,3,3,3,0,1,1,1,0,repair_success; first_rule_risk=3; first_verified_error=3; first_hint=3
169,False,False,False,0.0,0.0,0.0,15,15,15,search[machine wash men's dress shirts cotton spandex classic fit short sleeve estate blue x-large tall under 60.00] | click[b09qqp3356] | click[x-large] | click[light blue] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve estate blue x-large tall under 60.00] | click[next >] | click[b07f2g93bj] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve estate blue x-large tall under 60.00] | click[b09r9ycm6r] | click[153- blue] | click[x-large] | click[3x-large] | click[3x-large],search[machine wash men's dress shirts cotton spandex classic fit short sleeve estate blue x-large tall under 60.00] | click[b09qqp3356] | click[x-large] | click[light blue] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve estate blue x-large tall under 60.00] | click[next >] | click[b07f2g93bj] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve estate blue x-large tall under 60.00] | click[b09r9ycm6r] | click[153- blue] | click[x-large] | click[3x-large] | click[3x-large],search[machine wash men's dress shirts cotton spandex classic fit short sleeve estate blue x-large tall under 60.00] | click[b09qqp3356] | click[x-large] | click[light blue] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve estate blue x-large tall under 60.00] | click[next >] | click[b07f2g93bj] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve estate blue x-large tall under 60.00] | click[b09r9ycm6r] | click[153- blue] | click[x-large] | click[3x-large] | click[3x-large],,,,fail_to_fail,0.0,,,,0,0,0,0,0,risk not detected
170,False,False,True,0.0,0.0,0.75,15,15,6,search[light weight non slip women's outdoor shoes rubber sole soft material memory foam color blue size 8-9 price lower than 50.00 dollars] | click[b07rpmcnkd] | click[value] | click[value] | click[value] | click[value] | click[value] | click[value] | click[value] | click[value] | click[value] | click[value] | click[value] | click[value] | click[value],search[light weight non slip women's outdoor shoes rubber sole soft material memory foam color blue size 8-9 price lower than 50.00 dollars] | click[b07rpmcnkd] | click[value] | click[value] | click[value] | click[value] | click[value] | click[value] | click[value] | click[value] | click[value] | click[value] | click[value] | click[value] | click[value],search[light weight non slip women's outdoor shoes rubber sole soft material memory foam color blue size 8-9 price lower than 50.00 dollars] | click[b07rpmcnkd] | click[value] | click[value] | click[value] | click[buy now],,,5,fail_to_success,0.75,4,4,4,0,1,1,1,0,repair_success; first_rule_risk=4; first_verified_error=4; first_hint=4
171,True,True,True,0.8,0.8,0.8,4,4,4,search[men's loafers slip-ons rubber outsole brown size 10 under 60 dollars] | click[b082mt9162] | click[2005brown] | click[buy now],search[men's loafers slip-ons rubber outsole brown size 10 under 60 dollars] | click[b082mt9162] | click[2005brown] | click[buy now],search[men's loafers slip-ons rubber outsole brown size 10 under 60 dollars] | click[b082mt9162] | click[2005brown] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
172,False,False,False,0.0,0.0,0.0,15,15,15,search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color b-gray size 4x-large price less than 40.00] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >],search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color b-gray size 4x-large price less than 40.00] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >],search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color b-gray size 4x-large price less than 40.00] | click[next >] | click[next >] | click[next >] | click[b07f2g93bj] | click[back to search] | search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color b-gray size 4x-large price less than 40.00] | click[b09qgk5xhz] | click[back to search] | search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color b-gray size 4x-large price less than 40.00] | click[next >] | click[next >] | click[b085wqkrrj] | click[back to search] | search[mens t-shirts tanks short sleeve fashion design long sleeve button closure color b-gray size 4x-large price less than 40.00],,,4,fail_to_fail,0.0,3,3,3,0,2,1,1,0,risk detected but hint ineffective; step budget exhausted
173,False,False,False,0.0,0.0,0.0,15,15,15,search[officially licensed men's sweaters classic fit unisex medium under 70 dollars] | click[b07lbnry7h] | click['buy now'] | click['buy now'] | click['buy now'] | click['buy now'] | click['buy now'] | click['unisex medium'] | click['buy now'] | click['buy now'] | click['buy now'] | click['buy now'] | click['buy now'] | click['back to search'] | click['unisex medium'],search[officially licensed men's sweaters classic fit unisex medium under 70 dollars] | click[b07lbnry7h] | click['buy now'] | click['buy now'] | click['buy now'] | click['buy now'] | click['buy now'] | click['unisex medium'] | click['buy now'] | click['buy now'] | click['buy now'] | click['buy now'] | click['buy now'] | click['back to search'] | click['unisex medium'],search[officially licensed men's sweaters classic fit unisex medium under 70 dollars] | click[b07lbnry7h] | click['buy now'] | click['buy now'] | click['buy now'] | click['unisex medium'] | click['buy now'] | click['buy now'] | click['back to search'] | click['unisex medium'] | click['buy now'] | click['buy now'] | click['buy now'] | click['unisex medium'] | click['back to search'],,,5,fail_to_fail,0.0,4,4,4,1,6,5,2,3,risk detected but hint ineffective; step budget exhausted
174,True,True,True,0.5,0.5,0.5,7,7,7,search[loose fit women's tops tees blouses short sleeve long sleeve color c2-black size xx-large price less than 50.00 dollars] | click[next >] | click[next >] | click[b07mgb73nj] | click[value] | click[xx-large] | click[buy now],search[loose fit women's tops tees blouses short sleeve long sleeve color c2-black size xx-large price less than 50.00 dollars] | click[next >] | click[next >] | click[b07mgb73nj] | click[value] | click[xx-large] | click[buy now],search[loose fit women's tops tees blouses short sleeve long sleeve color c2-black size xx-large price less than 50.00 dollars] | click[next >] | click[next >] | click[b07mgb73nj] | click[value] | click[xx-large] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
175,True,True,True,0.5,0.5,0.5,6,6,6,search[quick drying moisture wicking women's activewear long sleeve c-black xx-large under 50] | click[next >] | click[b09m63b87v] | click[value] | click[xx-large] | click[buy now],search[quick drying moisture wicking women's activewear long sleeve c-black xx-large under 50] | click[next >] | click[b09m63b87v] | click[value] | click[xx-large] | click[buy now],search[quick drying moisture wicking women's activewear long sleeve c-black xx-large under 50] | click[next >] | click[b09m63b87v] | click[value] | click[xx-large] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
176,True,True,True,0.18181818181818182,0.18181818181818182,0.18181818181818182,5,5,5,search[wash cold machine wash men's shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color brown fit type men size 4t price lower than 40.00 dollars] | click[next >] | click[next >] | click[b00o30jldk] | click[buy now],search[wash cold machine wash men's shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color brown fit type men size 4t price lower than 40.00 dollars] | click[next >] | click[next >] | click[b00o30jldk] | click[buy now],search[wash cold machine wash men's shirts polyester heathers heathers cotton cotton heather needle sleeve classic fit color brown fit type men size 4t price lower than 40.00 dollars] | click[next >] | click[next >] | click[b00o30jldk] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
177,True,True,True,0.6,0.6,0.6,3,3,3,search[machine wash men's pants relaxed fit bottle green 48w x 30l under 70.00] | click[b08lkksl8f] | click[buy now],search[machine wash men's pants relaxed fit bottle green 48w x 30l under 70.00] | click[b08lkksl8f] | click[buy now],search[machine wash men's pants relaxed fit bottle green 48w x 30l under 70.00] | click[b08lkksl8f] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
178,True,True,True,1.0,1.0,1.0,5,5,5,search[loose fit day comfort hand wash women's tops tees blouses short sleeve polyester spandex teen girls color a6-black size small price lower than 30.00 dollars] | click[b09npml43m] | click[a6-black] | click[small] | click[buy now],search[loose fit day comfort hand wash women's tops tees blouses short sleeve polyester spandex teen girls color a6-black size small price lower than 30.00 dollars] | click[b09npml43m] | click[a6-black] | click[small] | click[buy now],search[loose fit day comfort hand wash women's tops tees blouses short sleeve polyester spandex teen girls color a6-black size small price lower than 30.00 dollars] | click[b09npml43m] | click[a6-black] | click[small] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
179,True,True,True,1.0,1.0,1.0,10,10,10,search[machine wash men's dress shirts cotton spandex classic fit short sleeve melon berry size 3x price lower than 60.00 dollars] | click[next >] | click[b07n7tdkxq] | click[b07n7tdkxq] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve melon berry size 3x price lower than 60.00 dollars] | click[b07hrfsnl4] | click[3x] | click[melon berry] | click[buy now],search[machine wash men's dress shirts cotton spandex classic fit short sleeve melon berry size 3x price lower than 60.00 dollars] | click[next >] | click[b07n7tdkxq] | click[b07n7tdkxq] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve melon berry size 3x price lower than 60.00 dollars] | click[b07hrfsnl4] | click[3x] | click[melon berry] | click[buy now],search[machine wash men's dress shirts cotton spandex classic fit short sleeve melon berry size 3x price lower than 60.00 dollars] | click[next >] | click[b07n7tdkxq] | click[b07n7tdkxq] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve melon berry size 3x price lower than 60.00 dollars] | click[b07hrfsnl4] | click[3x] | click[melon berry] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
180,True,True,True,0.2857142857142857,0.2857142857142857,0.2857142857142857,4,4,4,search[machine wash men's dress shirts cotton spandex classic fit short sleeve pale coral red size 6x price lower than 60.00 dollars] | click[next >] | click[b09nnmv9ln] | click[buy now],search[machine wash men's dress shirts cotton spandex classic fit short sleeve pale coral red size 6x price lower than 60.00 dollars] | click[next >] | click[b09nnmv9ln] | click[buy now],search[machine wash men's dress shirts cotton spandex classic fit short sleeve pale coral red size 6x price lower than 60.00 dollars] | click[next >] | click[b09nnmv9ln] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
181,True,True,True,0.4,0.4,0.4,11,11,11,search[height adjustable home office chairs with stainless steel for living room color classic grey price lower than 210.00 dollars] | click[b08fqtmcnm] | click[description] | click[< prev] | click[dark grey] | click[features] | click[back to search] | search[height adjustable home office chairs stainless steel classic grey under 210] | click[b08fqtmcnm] | click[b08fqtmcnm] | click[buy now],search[height adjustable home office chairs with stainless steel for living room color classic grey price lower than 210.00 dollars] | click[b08fqtmcnm] | click[description] | click[< prev] | click[dark grey] | click[features] | click[back to search] | search[height adjustable home office chairs stainless steel classic grey under 210] | click[b08fqtmcnm] | click[b08fqtmcnm] | click[buy now],search[height adjustable home office chairs with stainless steel for living room color classic grey price lower than 210.00 dollars] | click[b08fqtmcnm] | click[description] | click[< prev] | click[dark grey] | click[features] | click[back to search] | search[height adjustable home office chairs stainless steel classic grey under 210] | click[b08fqtmcnm] | click[b08fqtmcnm] | click[buy now],,,,success_to_success,0.0,,,,0,0,0,0,0,
182,True,True,False,0.375,0.375,0.0,6,6,15,search[butt lifting men's shorts short sleeve elastic waistband khaki size 4x price less than 50] | click[b09q5zhrvm] | click[b09q5zhrvm] | click[b09q5zhrvm] | click[b09q5zhrvm] | click[buy now],search[butt lifting men's shorts short sleeve elastic waistband khaki size 4x price less than 50] | click[b09q5zhrvm] | click[b09q5zhrvm] | click[b09q5zhrvm] | click[b09q5zhrvm] | click[buy now],search[butt lifting men's shorts short sleeve elastic waistband khaki size 4x price less than 50] | click[b09q5zhrvm] | click[b09q5zhrvm] | click[b09q5zhrvm] | click[back to search] | search[butt lifting men's shorts short sleeve elastic waistband khaki size 4x price less than 50] | click[next >] | click[b092t8cy89] | click[b092t8cy89] | click[back to search] | search[butt lifting men's shorts short sleeve elastic waistband khaki size 4x price less than 50] | click[b09rk77r3v] | click[4x] | click[khaki] | click[b09rk77r3v],,,4,success_to_fail,-0.375,3,3,3,0,1,1,1,0,repair_harm; first_rule_risk=3; first_verified_error=3; first_hint=3
183,False,False,False,0.0,0.0,0.0,15,15,6,"search[home office furniture sets for dining room, living room color taupe orange item shape round size 1 ft 9 in x 7 ft 2 in price lower than 80.00 dollars] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >]","search[home office furniture sets for dining room, living room color taupe orange item shape round size 1 ft 9 in x 7 ft 2 in price lower than 80.00 dollars] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >]","search[home office furniture sets for dining room, living room color taupe orange item shape round size 1 ft 9 in x 7 ft 2 in price lower than 80.00 dollars] | click[next >] | click[next >] | click[next >] | click[b09gvjbprr] | click[buy now]",,,4,fail_to_fail,0.0,3,3,3,0,1,1,1,0,risk detected but hint ineffective
184,False,False,False,0.0,0.0,0.0,15,15,15,search[machine wash men's dress shirts cotton spandex classic fit short sleeve pale coral 3x under 60] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >],search[machine wash men's dress shirts cotton spandex classic fit short sleeve pale coral 3x under 60] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >] | click[next >],search[machine wash men's dress shirts cotton spandex classic fit short sleeve pale coral 3x under 60] | click[next >] | click[next >] | click[next >] | click[b09kxchwgd] | click[back to search] | click[value] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve pale coral 3x under 60] | click[next >] | click[b085wqkrrj] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve pale coral 3x under 60] | click[b09qqp3356] | click[back to search] | search[machine wash men's dress shirts cotton spandex classic fit short sleeve pale coral 3x under 60],,,4,fail_to_fail,0.0,3,3,3,0,2,1,1,0,risk detected but hint ineffective; step budget exhausted
